id,source,collection_method,user_text,normalized_text,intent_expected,constraints,difficulty,category,expected_behavior,expected_not_to_do,actual_behavior,status,notes,conversation_id,turn_id,source_url
QS-0100,synthetic,generated_from_playbook,Sinh viên ít tiền ăn gì dưới 60k nhỉ,sinh vien it tien an gi duoi 60k nhi,meal_plan,meal=dinner;budget<=60000;budget=student,medium,budget_time,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0101,synthetic,generated_from_playbook,Sinh viên ít tiền ăn gì dưới 60k nhỉ bản 1,sinh vien it tien an gi duoi 60k nhi ban 1,meal_plan,meal=breakfast;budget<=60000;budget=student,medium,budget_time,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0102,synthetic,generated_from_playbook,Bữa sáng nào tầm 30k đổ lại vậy,bua sang nao tam 30k do lai vay,meal_plan,meal=breakfast;budget<=30000;time<=30,medium,budget_time,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0103,synthetic,generated_from_playbook,Ăn gì tiết kiệm mà làm nhanh dưới 10p,an gi tiet kiem ma lam nhanh duoi 10p,meal_plan,meal=lunch;time<=10,medium,budget_time,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0104,synthetic,generated_from_playbook,Gợi ý bữa trưa dưới 80k,goi y bua trua duoi 80k,meal_plan,meal=lunch;budget<=80000,medium,budget_time,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0105,synthetic,generated_from_playbook,Sinh viên ít tiền ăn gì dưới 20k,sinh vien it tien an gi duoi 20k,meal_plan,meal=lunch;budget<=20000;budget=student,medium,budget_time,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0106,synthetic,web_pattern_paraphrase,Tôi thích cá ngừ nhưng muốn món nhẹ bụng,toi thich ca ngu nhung muon mon nhe bung,meal_plan,ingredient=tuna,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://cookpad.com/vn/tim-kiem/%E1%BB%A9c%20g%C3%A0%20gi%E1%BA%A3m%20c%C3%A2n
QS-0107,synthetic,web_pattern_paraphrase,Cá hồi làm món gì no lâu mà không ngấy?,ca hoi lam mon gi no lau ma khong ngay?,meal_plan,ingredient=salmon;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://cookpad.com/vn/tim-kiem/%E1%BB%A9c%20g%C3%A0%20gi%E1%BA%A3m%20c%C3%A2n
QS-0108,synthetic,web_pattern_paraphrase,"Hôm nay thèm đậu hũ, gợi ý món đi","hom nay them dau hu, goi y mon di",meal_plan,ingredient=tofu,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/thuc-don-eat-clean-7-ngay-voi-uc-ga-giam-can-khoa-hoc-khong-nham-chan-1583923
QS-0109,synthetic,web_pattern_paraphrase,Có món nào với cá hồi không?,co mon nao voi ca hoi khong?,meal_plan,ingredient=salmon,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://cookpad.com/vn/tim-kiem/salad%20b%C6%A1%20g%C3%A0
QS-0110,synthetic,web_pattern_paraphrase,"Hôm nay thèm cá ngừ, gợi ý món đi","hom nay them ca ngu, goi y mon di",meal_plan,ingredient=tuna,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://cookpad.com/vn/tim-kiem/salad%20b%C6%A1%20g%C3%A0
QS-0111,synthetic,web_pattern_paraphrase,Có món nào với khoai lang không?,co mon nao voi khoai lang khong?,meal_plan,ingredient=sweet_potato,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://cookpad.com/vn/tim-kiem/%E1%BB%A9c%20g%C3%A0%20gi%E1%BA%A3m%20c%C3%A2n
QS-0112,synthetic,web_pattern_paraphrase,Đậu hũ làm món gì no lâu mà không ngấy?,dau hu lam mon gi no lau ma khong ngay?,meal_plan,ingredient=tofu;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://www.bachhoaxanh.com/kinh-nghiem-hay/thuc-don-eat-clean-7-ngay-voi-uc-ga-giam-can-khoa-hoc-khong-nham-chan-1583923
QS-0113,synthetic,web_pattern_paraphrase,Có món nào với trứng không?,co mon nao voi trung khong?,meal_plan,ingredient=egg,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://cookpad.com/vn/tim-kiem/salad%20b%C6%A1%20g%C3%A0
QS-0114,synthetic,generated_from_playbook,Có món tôm nào ghét rau không?,co mon tom nao ghet rau khong?,meal_plan,ingredient=shrimp;avoid=vegetable,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0115,synthetic,generated_from_playbook,Muốn ăn cá hồi nhưng ít béo hơn,muon an ca hoi nhung it beo hon,meal_plan,ingredient=salmon;nutrition=low_fat,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0116,synthetic,generated_from_playbook,Khoai lang làm món gì no lâu mà không ngấy?,khoai lang lam mon gi no lau ma khong ngay?,meal_plan,ingredient=sweet_potato;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0117,synthetic,generated_from_playbook,"Hôm nay thèm thịt bò, gợi ý món đi","hom nay them thit bo, goi y mon di",meal_plan,ingredient=beef,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0118,synthetic,generated_from_playbook,"Hôm nay thèm tôm, gợi ý món đi","hom nay them tom, goi y mon di",meal_plan,ingredient=shrimp,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0119,synthetic,generated_from_playbook,Có món trứng nào ít dầu không?,co mon trung nao it dau khong?,meal_plan,ingredient=egg;avoid=oily,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0120,synthetic,generated_from_playbook,Đậu hũ làm món gì no lâu mà không ngấy nhỉ?,dau hu lam mon gi no lau ma khong ngay nhi?,meal_plan,ingredient=tofu;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0121,synthetic,generated_from_playbook,Tôi thích cá hồi nhưng muốn món nhẹ bụng,toi thich ca hoi nhung muon mon nhe bung,meal_plan,ingredient=salmon,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0122,synthetic,generated_from_playbook,Bữa sáng với đậu hũ nên làm món gì?,bua sang voi dau hu nen lam mon gi?,meal_plan,ingredient=tofu,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0123,synthetic,generated_from_playbook,Muốn ăn ức gà nhưng ít béo hơn,muon an uc ga nhung it beo hon,meal_plan,ingredient=chicken_breast;nutrition=low_fat,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0124,synthetic,generated_from_playbook,Ức gà làm món gì no lâu mà không ngấy?,uc ga lam mon gi no lau ma khong ngay?,meal_plan,ingredient=chicken_breast;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0125,synthetic,generated_from_playbook,"Hôm nay thèm cá ngừ, gợi ý món đi nhỉ","hom nay them ca ngu, goi y mon di nhi",meal_plan,ingredient=tuna,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0126,synthetic,generated_from_playbook,Có món đậu hũ nào ít đường không?,co mon dau hu nao it duong khong?,meal_plan,ingredient=tofu;avoid=sugar,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0127,synthetic,generated_from_playbook,Có món nào với cá hồi không nhỉ?,co mon nao voi ca hoi khong nhi?,meal_plan,ingredient=salmon,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0128,synthetic,generated_from_playbook,Muốn ăn tôm nhưng ít béo hơn,muon an tom nhung it beo hon,meal_plan,ingredient=shrimp;nutrition=low_fat,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0129,synthetic,generated_from_playbook,Có món nào với trứng không nhỉ?,co mon nao voi trung khong nhi?,meal_plan,ingredient=egg,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0130,synthetic,generated_from_playbook,"Hôm nay thèm tôm, gợi ý món đi nhỉ","hom nay them tom, goi y mon di nhi",meal_plan,ingredient=shrimp,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0131,synthetic,generated_from_playbook,Có món nào với đậu hũ không?,co mon nao voi dau hu khong?,meal_plan,ingredient=tofu,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0132,synthetic,generated_from_playbook,"Hôm nay thèm khoai lang, gợi ý món đi","hom nay them khoai lang, goi y mon di",meal_plan,ingredient=sweet_potato,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0133,synthetic,generated_from_playbook,Muốn ăn thịt bò nhưng ít béo hơn,muon an thit bo nhung it beo hon,meal_plan,ingredient=beef;nutrition=low_fat,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0134,synthetic,generated_from_playbook,Tôi thích khoai lang nhưng muốn món nhẹ bụng,toi thich khoai lang nhung muon mon nhe bung,meal_plan,ingredient=sweet_potato,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0135,synthetic,generated_from_playbook,"Hôm nay thèm cá hồi, gợi ý món đi","hom nay them ca hoi, goi y mon di",meal_plan,ingredient=salmon,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0136,synthetic,generated_from_playbook,Có món nào với khoai lang không nhỉ?,co mon nao voi khoai lang khong nhi?,meal_plan,ingredient=sweet_potato,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0137,synthetic,generated_from_playbook,Bữa tối với tôm nên làm món gì?,bua toi voi tom nen lam mon gi?,meal_plan,ingredient=shrimp,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0138,synthetic,generated_from_playbook,Bữa trưa với cá hồi nên làm món gì?,bua trua voi ca hoi nen lam mon gi?,meal_plan,ingredient=salmon,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0139,synthetic,generated_from_playbook,Thịt bò làm món gì no lâu mà không ngấy?,thit bo lam mon gi no lau ma khong ngay?,meal_plan,ingredient=beef;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0140,synthetic,generated_from_playbook,Thịt bò làm món gì no lâu mà không ngấy nhỉ?,thit bo lam mon gi no lau ma khong ngay nhi?,meal_plan,ingredient=beef;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0141,synthetic,generated_from_playbook,Yến mạch làm món gì no lâu mà không ngấy?,yen mach lam mon gi no lau ma khong ngay?,meal_plan,ingredient=oats;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0142,synthetic,generated_from_playbook,Muốn ăn thịt bò nhưng ít béo hơn nhỉ,muon an thit bo nhung it beo hon nhi,meal_plan,ingredient=beef;nutrition=low_fat,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0143,synthetic,generated_from_playbook,Có món thịt bò nào không hải sản không?,co mon thit bo nao khong hai san khong?,meal_plan,ingredient=beef;avoid=seafood,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0144,synthetic,generated_from_playbook,Thịt bò làm món gì no lâu mà không ngấy nhỉ bản 1?,thit bo lam mon gi no lau ma khong ngay nhi ban 1?,meal_plan,ingredient=beef;nutrition=satiety,medium,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0145,synthetic,generated_from_playbook,Bữa tối với khoai lang nên làm món gì?,bua toi voi khoai lang nen lam mon gi?,meal_plan,ingredient=sweet_potato,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0146,synthetic,generated_from_playbook,"Hôm nay thèm rau củ, gợi ý món đi","hom nay them rau cu, goi y mon di",meal_plan,ingredient=vegetable,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,
QS-0147,synthetic,generated_from_playbook,"Hôm nay thèm khoai lang, gợi ý món đi nhỉ","hom nay them khoai lang, goi y mon di nhi",meal_plan,ingredient=sweet_potato,easy,preference_ingredient,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,Biến thể chống trùng câu.,,,
QS-0148,synthetic,web_pattern_paraphrase,Ngày hè nên ăn món mát hay món nóng?,ngay he nen an mon mat hay mon nong?,meal_plan,weather=summer,medium,weather,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://store.longphuong.vn/hom-nay-an-gi/
QS-0149,synthetic,web_pattern_paraphrase,Thời tiết oi bức ăn gì nhẹ bụng?,thoi tiet oi buc an gi nhe bung?,meal_plan,weather=humid_hot;digestion=light,medium,weather,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://store.longphuong.vn/hom-nay-an-gi/
QS-0150,synthetic,web_pattern_paraphrase,Trời nóng gợi ý món dưới 60k,troi nong goi y mon duoi 60k,meal_plan,weather=hot;budget<=60000,medium,weather,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://store.longphuong.vn/hom-nay-an-gi/
QS-0151,synthetic,web_pattern_paraphrase,Thời tiết ngày hè ăn gì nhẹ bụng?,thoi tiet ngay he an gi nhe bung?,meal_plan,weather=summer;digestion=light,medium,weather,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://store.longphuong.vn/hom-nay-an-gi/
QS-0152,synthetic,web_pattern_paraphrase,Trời mưa mà lười nấu thì ăn gì?,troi mua ma luoi nau thi an gi?,meal_plan,weather=rainy;time=simple,medium,weather,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://store.longphuong.vn/hom-nay-an-gi/
QS-0153,synthetic,web_pattern_paraphrase,Thời tiết trời nóng ăn gì nhẹ bụng?,thoi tiet troi nong an gi nhe bung?,meal_plan,weather=hot;digestion=light,medium,weather,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://store.longphuong.vn/hom-nay-an-gi/
QS-0154,synthetic,web_pattern_paraphrase,Ngày hè muốn ăn món ít béo,ngay he muon an mon it beo,meal_plan,weather=summer;nutrition=low_fat,medium,weather,Gợi ý món/bữa ăn phù hợp constraint; hỏi thêm chỉ khi thiếu dữ liệu quan trọng; ưu tiên món có trong DB nếu flow yêu cầu grounding.,Không trả lời ngoài domain; không bỏ qua constraint ngân sách/thời gian/mục tiêu/sở thích; không bịa món nếu cần DB.,,,,,,https://store.longphuong.vn/hom-nay-an-gi/
